filename,status,bytes,sha256,mod_ids,display_names,declared_versions,metadata_note
inventoryfull-1.0.0.jar,active_jar,60193,b9feb5b01b5327a8c79ca20ba87945d0ddc3e5363379b9d80d39dc63481f9394,inventoryfull,Inventory Full,1.0.0,
inventorysorter-1.20.1-23.0.11.jar,active_jar,54267,987bfb57aaaad23189c9747cb7177b8b20208f5fa1f23a09e442ed7711136263,inventorysorter,Simple Inventory Sorter,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
invtweaks-1.20.1-1.2.2.jar,active_jar,75049,54ba6fd7d5e4b9a9dadf6876153b99a94b4997f8d4ee0e46c9c58ea5c8c95802,invtweaks,Inventory Tweaks Refoxed,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
irons_lib-1.20.1-2.1.0.jar,active_jar,428969,db4c7cc853c0ffb1d36a0f19af22c224a8608b2a55c747adc70fb44455baf097,irons_lib,Iron's Lib,1.20.1-2.1.0,
irons_spellbooks-1.20.1-3.16.3.jar,active_jar,15570397,54b5aaa52887c38f570fbd820288171234d8541c17a5e953f9271189fdd480fb,irons_spellbooks,Iron's Spells 'n Spellbooks,1.20.1-3.16.3,
ironsbotany-2.1.0.jar,active_jar,774072,dfeab81855f2f00003562761a53ea6a85dd08d2d68447951fa77ab182ab02644,ironsbotany,Iron's Botany,2.1.0,
ItemPhysic_FORGE_v1.8.13_mc1.20.1.jar,active_jar,55792,2db15be22b848c3f937b6d30dd8875a6cd4e42776242092ac9a3c4f1f01bef4c,itemphysic,ItemPhysic,1.8.13,
Jade-1.20.1-Forge-11.13.3.jar,active_jar,553487,a632c77975e5aedff6322b0072f8b0db3f5d4bf914df6bdcc87d1aea4d5f55f4,jade,Jade,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
JadeAddons-1.20.1-Forge-5.5.1.jar,active_jar,91754,faf39cd0326e5127004be0b0c96ba7d52fa40cf9c7f85854bd47e3ebfc402f4c,jadeaddons,Jade Addons,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
Jadens-Nether-Expansion-2.3.5.jar,active_jar,23488061,97c9c1271c3f551663592b689771e45d63098e674899596d693641b82ecf5ccb,netherexp,Jaden's Nether Expansion,2.3.5,
jadensnetherexpansiondelight-1.20.1-1.0.4a-forge.jar,active_jar,153506,170edf1107eb1a52424811f5b26a551415d76fd9bca2485548a024441a275284,jadensnetherexpansiondelight,Jaden's Nether Expansion Delight,1.20.1-1.0.4a-forge,
jamlib-forge-1.3.6+1.20.1-patch.1.jar,active_jar,191607,ad71c5ad93d305fd9c1f1dcecea2b7431886452baca5b324e80ba3c1241a3e3b,jamlib,JamLib,1.3.6+1.20.1-patch.1,
jauml-forge-1.20.1-2.3.0.jar,active_jar,160579,e38b7561e3211aabbe3a74a2e026a6c486a4bfd86e08ad5f39985184649e8c9d,jauml,Jauml,2.3.0,
jei-1.20.1-forge-15.56.0.205.jar,active_jar,1778129,6b251e60a4719c874da89d750af97aa6498f6f4475e3ae79cb1288c7bf0cb65c,jei,Just Enough Items,15.56.0.205,
jewelcraft-reforged-1.0.0.jar,active_jar,3024113,db2e5462b1091d584a6174ccde7d75b5402491a49851e84eeb7260c9205f4486,jewelcraft,Jewelcraft Reforged,1.0.0,
JsonThings-1.20.1-0.9.13.jar,active_jar,528983,fed77277bc5acb79c9b3dc72b5d4fae2cea654cb71605fd7910118a750da0e3c,jsonthings,Json Things,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
Just-Enough-Botania-1.20.1-v0.2.1.jar,active_jar,31310,78a04bdcd7ae6d03c3db5cbfd0466a0892274057cba928e7b2f5b46361223163,botaniajei,Just Enough Botania,0.2.1,
JustEnoughProfessions-forge-1.20.1-3.0.1.jar,active_jar,24607,13e2012375d16663192cf67f5e4139335e5dcbeaf2adf7e8a4816b013802f96a,justenoughprofessions,Just Enough Professions (JEP),${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
JustEnoughResources-1.20.1-1.4.0.247.jar,active_jar,276231,311d3a83db489d27b96cd15deb690ce64c78cffb552c25c3dff85956a14ec09e,jeresources,Just Enough Resources,1.4.0.247,
Kambrik-6.1.1+1.20.1-forge.jar,active_jar,325546,37d0c2b03a1f3aacb30498d67c35adaca99dc9ecd30f66f383016f4cbc85be8e,kambrik,Kambrik,6.1.1+1.20.1,
konkrete_forge_1.8.0_MC_1.20-1.20.1.jar,active_jar,625185,e78686b92c3761ec26eb9d3c53efdd3d6ca77981cbd3723995e1163b7103ae0b,konkrete,Konkrete,1.8.0,
kotlinforforge-4.12.0-all.jar,active_jar,7442998,6a66c6a68ec09f8717cdbf06883394f0ee24d7cd826b7134a0f81839e8e720ae,,,,No top-level Forge/Fabric metadata parsed; may be content or nested packaging.
kubejs-forge-2001.6.5-build.26.jar,active_jar,1658792,1769312192fbf9d72f45054ba61130523bfb471b5f480a4bff8c210ec09400bb,kubejs,KubeJS,2001.6.5-build.26,
L_Enders_Cataclysm-3.31.jar,active_jar,73916104,c29dcf940168208517b72f2d9965828b106a6b94cbea55d5001558c69a27b362,cataclysm,cataclysm,3.31,
legendary_additions-1.20.1-1.0.18.jar,active_jar,1769784,0815fe3433e82a0d956ffcc932c82c98dcfe28600d4751967fbc0e160bb01396,legendary_additions,Legendary Additions,1.20.1-1.0.18,
legendary_delicacies-1.0.8.jar,active_jar,691237,05b52f69f9778c9e17b3752812d7340bb74f533d701eccf1e9a115ee0fab3691,legendary_delicacies,Legendary Delicacies,1.0.8,
legendaryblockentities-0.12.0.jar,active_jar,433618,e1a43230c042c05c52038428a1ecac888f8d843a8da98f5862f0e4f2f880118c,legendaryblockentities,Legendary Block Entities,0.12.0,
legendarycreatures-1.20.1-1.1.3.2.jar,active_jar,6410418,e2628a6b816c194e758ec174ee4ebd0101a47e147347c1d99731d02e0eeb1a33,legendarycreatures,Legendary Creatures,1.20.1-1.1.3.2,
legendarymonsters-2.2.3 MC 1.20.1.jar,active_jar,44954907,a90a3009e502ba4f235e5bd9a7493c2307e4060f0ee21fd02e62f9893912321c,legendary_monsters,LegendaryMonsters,1.20.1,
legendarysurvivaloverhaul-1.20.1-2.4.7.jar,active_jar,3751172,bae7c07ff9ac62e1b1045207a311c412b09b110651ebbb701a69994cac79a60e,legendarysurvivaloverhaul,Legendary Survival Overhaul,1.20.1-2.4.7,
LegendaryTooltips-1.20.1-forge-1.4.5.jar,active_jar,55258,15521ab414b92f60e75bdd49724eb65bb6aa8b3d6f72c157cc261011d58d625e,legendarytooltips,Legendary Tooltips,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
lendersdelight-1.20.1-1.0.10b.jar,active_jar,194178,1db148e6b252a49409e2c71aa67302f530c491032f3ecbf25ab8e2c698b0cfaa,lendersdelight,L_Ender 's Delight,1.20.1-1.0.10b,
Library_of_Exile-1.20.1-2.1.14.jar,active_jar,685644,cf7bb61b91a8eb50192c31a0de5c1f82dba19e68902a620ce32cb4c62e90247e,library_of_exile,Library of Exile,2.1.14,
libraryferret-forge-1.20.1-4.0.0.jar,active_jar,190536,355f5000b56d6f355338bd494fcdb822f36e29cf9e3c27ebcc7720402a804510,libraryferret,Library ferret,4.0.0,
lionfishapi-3.0.jar,active_jar,101931,d2fdaf7e9bc53fde7da4a86ab17018a3ed6c16fc2d46de5054e5a83e2bef7871,lionfishapi,LionfishAPI,3.0,
lititup-1.20.1-4.26.1.jar,active_jar,259924,6eb11bb22c02fa08f7f8b9b3e746784309324942e9cc6407925bc9c202047f6d,lititup,Lit it Up,4.26.1,
livestockxrecruits-1.3.jar,active_jar,29713,8cd52ae96cfc5db34a275e2798ec955816a2b633154e6a16293c445a586f7a16,livestockxrecruits,LivestockxRecruits,1.3,
locks_reforged-1.7.5.jar,active_jar,764811,d7ca3b957e98575a3c8d715a3efa26ac98d7b7e60fd321141fef4fb2b3fdbfbc,locks,Locks,1.7.5,
lodestone-1.20.1-1.6.4.1.jar,active_jar,670934,e9f8b7bc70ba99d97005f2acee2061b149785fbae3c1e37db08c79197bcc7c2d,lodestone,Lodestone,1.20.1-1.6.4.1,
loot_journal-forge-1.20.1-6.2.2.jar,active_jar,940024,75a31e23b2a74d07f903d7dc0fe813f89f7e6d94da4c9d884204042a20a54a1a,loot_journal,Loot Journal,6.2.2,
lootr-forge-1.20-0.7.35.94.jar,active_jar,463485,01200ee5889e6bcc3c5fa8f32b7b49a4bd58e653699eeb655c6f2dd314e3ce51,lootr,Lootr,0.7.35.94,
lukis-grand-capitals-1.1.3.jar,active_jar,9037598,58182dc8d306afd944e708e0480d939a9adc3fcdab75c0bebd122a32c63d3851,mr_lukis_grandcapitals,Luki's Grand Capitals,1.1.3,
lukis-strongholds-v1.0  1.20-1.20.3.jar,active_jar,868953,5b1823dc85900969714a171fbea34a2128b91059cbff30f953ae102cf3b0e7eb,mr_lukis_strongholds,Luki's Strongholds,1-v1.0,
lukis-woodland-mansions-v.1.0-1.20-1.20.6.jar,active_jar,1455004,45a678beaa5789ee94fdcde9f9043d7e3049f7c1e7e92f4d65baaa8052c0af0a,mr_lukis_woodlandmansions,Luki's Woodland Mansions,1-v.1.0,
lycanitesdelight-1.20.1-0.4.0.jar,active_jar,255509,b6b5d492286f6c3b1372a31108a02fa9955443eee60caf30671354347f108d28,lycanitesdelight,Lycanite Delight,0.4.0,
lycanitesmobs-0.1.0-alpha.jar,active_jar,120273047,f4b5c193dc56a7b5c291e489837f57e09fef4f90c1171e6382d2978731936420,lycanitesmobs,Lycanites Mobs,0.1.0-alpha,
magicnpcs-0.9.1.jar,active_jar,607114,aa97075e91a1e42f36f126e8401bea3ad807bdc7cf44e107826d4dc9466f84da,magicnpcs,Magic NPCs,0.9.1,
majrusz-library-forge-1.20.1-7.0.8.jar,active_jar,437340,4d58fc2db26343d6b163dbb8f8c98e554ada6fffb634b9896c2d274629090548,majruszlibrary,Majrusz Library,7.0.8,
majruszs-accessories-forge-1.20.1-1.5.3.jar,active_jar,316337,a4e539c22fa87f791fc3937ff68cbdc54cc47a73179fdb1c1bfb8e4b7dc11c76,majruszsaccessories,Majrusz's Accessories,1.5.3,
Mantle-1.20.1-1.11.117.jar,active_jar,1652715,bcb9681f78dde0da7e63e92abb341dc0dc09503fc1ab78c96f9d40571edc240d,mantle,Mantle,1.11.117,
map_atlases-1.20-6.0.20.jar,active_jar,746226,f9eebab3db00ab39a9b8134fba3c2c6b6868f5786c68bba59b2b32d166b42169,map_atlases,Map Atlases,1.20-6.0.20,
mcaconversations-1.7.2.jar,active_jar,5053527,bee012b4376959110466ae7ddbb9c25b24d6e797dba32723fc8592b4c4225214,mcaconversations,MCA: Conversations,1.7.2,
mcacrime-0.7.5.jar,active_jar,3138787,df519f278bf1055179ae91ce22d785fcdfc18d4932e81670bde5dbbcfc9aa112,mcacrime,MCA: Crime,0.7.5,
mcamobcompat-0.2.0.jar,active_jar,119393,ba9d77f20215b923174749589c3c76ec974723fdb758c94160ca8e712efb44a8,mcamobcompat,MCA: Mob Compatibility,0.2.0,
mcaquests-1.6.6.jar,active_jar,2759889,52e136f20c62cb3068992d17e44f299d5248a5eed2097be32ef0d095384d1d0f,mcaquests,MCA: Quests,1.6.6,
mcareputation-0.6.0.jar,active_jar,764128,897cde3e016222e246aca6ad436a0a8a3a97efdd091d2a9bd10f754477460145,mcareputation,MCA: Reputation,0.6.0,
mcw-bridges-3.1.2-mc1.20.1forge.jar,active_jar,693579,95c5aae4e82758d5c0ca2ba61c4cf72e9240e53f68befe8104c68fa9f9b19eed,mcwbridges,Macaw's Bridges,3.1.2,
mcw-doors-1.1.5-mc1.20.1forge.jar,active_jar,1246753,e975bdd5ed1d680e37fb2a6cda4f4eb5c42a837fa24b0cddabe7688df42c10af,mcwdoors,Macaw's Doors,1.1.5,
mcw-furniture-3.4.1-mc1.20.1forge.jar,active_jar,2174615,9f068315ac5ae7c4b76a6ac0679cde9be59d5cbf37488a477f13b95fe1cbc37d,mcwfurnitures,Macaw's Furniture,3.4.1,
mcw-lights-1.1.5-mc1.20.1forge.jar,active_jar,547779,174437555ff8b3938b5af8fa3f6efcc528fc101e90e35b89570323e4a3726f0a,mcwlights,Macaw's Lights and Lamps,1.1.5,
mcw-mcwfences-1.2.1-mc1.20.1forge.jar,active_jar,708634,10deb617769e9674a767a3991af4c46afd081b5de42cee326f71ef2700a14313,mcwfences,Macaw's Fences and Walls,1.2.1,
mcw-mcwpaths-1.1.1-mc1.20.1forge.jar,active_jar,812573,9a809897462ca11c1920748b0fdf4555f05ef3650db1bd82016906795d068c9f,mcwpaths,Macaw's Paths and Pavings,1.1.1,
mcw-mcwstairs-1.0.2-mc1.20.1forge.jar,active_jar,554055,c952bf7b9eec89071d05da79f73459565847c65187b2f342fa0933c46605bfea,mcwstairs,Macaw's Stairs and Balconies,1.0.2,
mcw-mcwwindows-2.4.2-mc1.20.1forge.jar,active_jar,1320692,7674d829d5a38d91ca68061e087fded92e976e3e461edcf75117e37a257e8f10,mcwwindows,Macaw's Windows,2.4.2,
mcw-roofs-2.3.2-mc1.20.1forge.jar,active_jar,1864023,3554317ad8d082a3d9fb5d8b387f5206e545323b4387ed1b93b7b3bf889def3f,mcwroofs,Macaw's Roofs,2.3.2,
mcw-trapdoors-1.1.5-mc1.20.1forge.jar,active_jar,604510,c2abff58334d79ea61278c6dffd941a4f4ceb5cffadf889359fd45a003738217,mcwtrpdoors,Macaw's Trapdoors,1.1.5,
mcwregionsunexplored-1.20.1-1.6.jar,active_jar,12569895,6aa4b2e24bd3c689b231b5e7754454c076a0e0db5127c7e8f8086a1e112178a1,mcwregionsunexplored,Macaw's Regions Unexplored,1.20.1-1.6,
medieval_buildings-1.20.1-1.1.3-forge.jar,active_jar,313635,1e45593b718dbdb04a4ab228cf165afc27840e605bc44a65e0b0730b1ec1c178,medieval_buildings,Medieval Buildings,1.1.3,
medieval_buildings_nether_edition-1.20.1-1.0.2-forge.jar,active_jar,722849,e77e6c39641335f584f3310d701ac85491d54088ce9740643484c94b1d6550a4,medieval_nether,Medieval Buildings [The Nether Edition],1.0.2,
melody_forge_1.0.3_MC_1.20.1-1.20.4.jar,active_jar,37178,933e2a7e79c4594f965f7f7d00b1f28a98ec2a180ad8f9f90310a266fe5cf5d8,melody,Melody,1.0.2,
minecraft-comes-alive-7.6.26+1.20.1-universal.jar,active_jar,13058547,5dc3ee1f2f74221b3b7b73456451bf9a3f0cc87c8378a64233680f051dbc3d19,mca,Minecraft Comes Alive,7.6.26+1.20.1,
mobsunscreen-forge-1.20.1-3.1.1.jar,active_jar,11361,92595dacd3a5fccefb61819453165066f978537815a2ddd4b4d74c7d0c699c91,mobsunscreen,Mob Sunscreen,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
mobtimizations-forge-1.20.1-1.0.1.jar,active_jar,27943,1713bbf6aba4e5cdf21854cc8daf6b4c3893bc175778367273b9b052340ae168,mobtimizations,Mobtimizations,1.20.1-1.0.1,
modelfix-1.15.jar,active_jar,45246,35f27982242a3ea58c526204a28704ddf355d19bb2e9b0ff10f9585c255a4f16,modelfix,Model Gap Fix,1.15,
modernfix-forge-5.27.83+mc1.20.1.jar,active_jar,1003230,954ff22f601be8de3978a0d7636a138dc93801c6ac55cfd71ef1cd2895de8e5f,modernfix,ModernFix,5.27.83+mc1.20.1,
MoogsMissingVillages-1.20-2.1.1.jar,active_jar,602490,c630e895888e0092158d5e87affc4533e593d7af797b248b0d3e7cb4c23b0bcc,mmv,MoogsMissingVillages,2.1.1,
MoogsStructureLib-forge-1.20-3.3.1.jar,active_jar,440233,8a88a70c5b2ebea1b180063120c358d82417019884e716de6de75181dc9063c6,moogs_structures,Moog's Structure Lib,3.3.1,
moonlight-1.20-2.16.35-forge.jar,active_jar,1425229,55e60e041318c5fabcb02d41e989db2c8b784ba7a991525fa461c6522a67719e,moonlight,Moonlight Library,1.20-2.16.35,
morevillagers-forge-1.20.1-5.0.0.jar,active_jar,233335,44b86176f3c9905c4dc2fc9b8b38c31693da7e10ab10b53fd108e985be8f4658,morevillagers,More Villagers,5.0.0,
MouseTweaks-forge-mc1.20.1-2.25.1.jar,active_jar,76237,6c27d16aa715ac6613a55fc463739e2c7b78279e4e4c4cede299e4a2d4a70f08,mousetweaks,Mouse Tweaks,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
mowzie_respawner-1.1.0-forge-1.20.1.jar,active_jar,335873,7e4a883ae06681b23ebf6a13180eea14ce2e998bf5dd5105c2b676b6d9377164,mowzie_respawner,Mowzie Mobs Respawner,1.1.0,
mowzies_cataclysm-1.2.1.jar,active_jar,29019,04d46a8a926f200747d834de36764382646014166b672fca0e32703842531c3a,mowzies_cataclysm,Mowzie's Cataclysm,1.2.1,
mowziesmobs-1.8.2.jar,active_jar,36033850,e8ce1768cda6f1e1fadd2321c92921b473bd0cee45ba4b8387fb30f8326cb31c,mowziesmobs,Mowzie's Mobs,1.8.2,
muchmoredungeons-forge-1.20.1-1.2.0.jar,active_jar,1486114,55fa6e5de3fde354b47b89852888e83474115d6c62427a0b71c1ce8d4cc22f2e,muchmoredungeons,Much More Dungeons,1.2.0,
multimine-1.20.1.4.jar,active_jar,36602,3e8f152bfe0e57718553d5baa1e6fdefe04867470446cadd81d0e0c8b08b5150,multimine,Multi Mine,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
Necronomicon-Forge-1.6.0+1.20.1.jar,active_jar,33251,403b23457288c624a55feb90d5e813c88c23a611bc42cda397c4bfac94b4c3a3,necronomicon,Necronomicon,1.6.0,
nocube's_better_blast_furnace_1.0.1_Forge_1.20.1.jar,active_jar,8814,3263814354e260b6407ea442ec73771f6902f20ab85b1c6eaeffb433e24c14e5,ncbetterblastfurnace,NoCube's Better Blast Furnace,1.0.1,
nocubes_better_fletching_table_1.0.1_forge_1.20.1.jar,active_jar,14187,c2c0a9bf17a949690e4efde0066edaa2bfb21b620c70cc84baf5383e25d04cf1,nocubesbetterfletchingtable,NoCube's Better Fletching Table,1.0.1,
notenoughanimations-forge-1.12.6-mc1.20.1.jar,active_jar,1870649,66f1f6d61102dd03a4afafe4c9f1d39be9e55dabc8d0821cb46acca1328b525d,notenoughanimations,NotEnoughAnimations,1.12.6,
OctoLib-FORGE-0.5.0.1+1.20.1.jar,active_jar,424035,5bb146c691f2c5054752f006a61aab6335ecb1cd9718a9643733de5367971047,octolib,OctoLib,0.5.0.1,
oculus-mc1.20.1-1.8.0.jar,active_jar,2851119,0945df0cba0f62b3901dd80c3268e5311b770ece78c78037a45db12ac0425fef,oculus,Oculus,1.8.0,
origins-forge-1.20.1-1.10.0.9-all.jar,active_jar,2307868,5244b8b4434cd1bb6f4ebb71a36008218e700ed3245c14f867b8dc5487137c64,origins,Origins,1.20.1-1.10.0.9,
otestinkers-1.0.0.jar.disabled,disabled,364846,210c084c4c05776d3cd34a66050251417575f2d3ef1daa6f7570015715c4e608,otestinkers,Ote's Tinkers Addon,1.0.0,
OverflowingBars-v8.0.1-1.20.1-Forge.jar,active_jar,73689,43304f93366c8581b51c8d5198ebb2b1b726787c3aff5d280a4ef8971bdd0ea7,overflowingbars,Overflowing Bars,8.0.1,
packetfixer-3.3.2-1.18-1.20.4-merged.jar,active_jar,188661,12f96ecb8e61e0b3d3f0ca5701f479904904501dd251aa7bb60205afdf6bc2ce,packetfixer,PacketFixer,3.3.2,
ParCool-1.20.1-3.4.3.3.jar,active_jar,1154052,2ddef8752b5a1428035b95f29e62c81e33b80d37851681e1b928d8a01615c6e7,parcool,ParCool!,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
Patchouli-1.20.1-85-FORGE.jar,active_jar,642732,05f7b5d52f6b8f0fd7f8b4822fa07a192d1394d83a264309c9d221d6d4fd21c5,patchouli,Patchouli,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
Pehkui-3.8.2+1.20.1-forge.jar,active_jar,671605,54210f454c166f65a1bcbbfe4ea52e6f73e07844a793c7132f1af4076a0f42fc,pehkui,Pehkui,3.8.2+1.20.1-forge,
perf_tweaks-forge-1.20.1-1.4.0.jar,active_jar,743743,af4f21a66639ee91df33d887eb4c0bd4bac2fddb1ce16da172e2131b8b8b1731,perf_tweaks,PerformanceTweaks,1.4.0,
pettransfer-1.20.jar,active_jar,14045,ea58732f22b2855a1841c84e2ad11406c607671cb034791a89f074e202d52b65,pettransfer,Pet Transfer,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
Placebo-1.20.1-8.6.3.jar,active_jar,282474,1cdf906cfbcbb5e5be2ef1bb721f79a24b01bd2ac559c8cdbfb7693f62421571,placebo,Placebo,8.6.3,
plantfiber-1.2.1.jar,active_jar,117648,d959eb3195c13bc9210bf063e5c634609aace0e18153be9233580281a5934a30,plantfiber,Plant Fiber + Grass Tier,1.2.1,
Platform-forge-1.20.1-1.3.4.jar,active_jar,512461,e35c013fb8cbd62900ccdf0872fc6c14b9858a711f6b2279c479f4b4f668d870,platform,Platform,1.3.4,
player-animation-lib-forge-1.0.2-rc1+1.20.jar,active_jar,181437,90d9965cb9efdbda29fdc5610be3914cf7008bf5c392ff34f7ab25f96a852691,playeranimator,Player Animator,1.0.2-rc1+1.20,
Prism-1.20.1-forge-1.0.5.jar,active_jar,52205,b1a576f920faeb2175f693e3ee7ba9e5ff0bcf0e404da29f1824ea3c66efd240,prism,Prism,1.0.5,
progressivebosses-4.3.12.jar,active_jar,1023364,bdc585265d31246b5c7a2f32ff8b39efc5bfd500aa11aab6d26ada306c7b9bd1,progressivebosses,Progressive Bosses,4.3.12,
puzzledungeon-forge-1.20.1-1.2.0.jar,active_jar,731529,12bb30491ae4c1f04f8693090f67714fa3b926a1d1f6b097593425d0f72b6f97,masiks_puzzle_dungeon,Masik's Puzzle Dungeon,1.2.0,
PuzzlesLib-v8.1.33-1.20.1-Forge.jar,active_jar,1342987,f3077a9f817629b8e8929c1951042d1a1adc62d30b72adebd54d2b074a4faf4f,puzzleslib,Puzzles Lib,8.1.33,
radiantgear-forge-2.2.0+1.20.1.jar,active_jar,47170,2a6c7e0825c69bd38dc1bb1ce8a8d6b097cac835e16e46afaa0f207fb819bb96,radiantgear,Radiant Gear,2.2.0+1.20.1,
realistic_wheat-1.3.2-1.20.jar,active_jar,21954,169073a5c54fa44648df7c054d5f523492f59ef2023660d023812c04f17c3525,,,,Metadata not parsed: TOMLDecodeError
recruits-1.20.1-1.15.2.jar,active_jar,2811101,4b53c1b752e886ba10985aad2df30d668971810230eb77867e07428a21d1af7f,recruits,Villager Recruits Mod,1.15.2,
recruitscorpsepatch-0.1.1.jar,active_jar,28378,5c54c58455bfbeb7fd14eef040d28525679021bf7caa87edb358c0cacbd2187b,recruitscorpsepatch,Recruits Corpse Patch,0.1.1,
recruitsskins-0.2.0.jar,active_jar,236117,ba6b8a8d8f86411c2c8f347b90df409a576196a2a79fca15e633f0af41189f2b,recruitsskins,Recruits Skins,0.2.0,
RegionsUnexploredForge-0.5.6+1.20.1.jar,active_jar,5726781,5ba96a83d12c0e2eb3b22c0fa11262ff6d49ba8d2ebd03e1c59ab47ea7dcc2c6,regions_unexplored,Regions Unexplored,0.5.6,
resourcefulconfig-forge-1.20.1-2.1.3.jar,active_jar,136923,c404b9e5cf8595427a72d4ca6ee5730289168762b463f169be3ae5dfe3727ded,resourcefulconfig,Resourcefulconfig,2.1.3,
resourcefullib-forge-1.20.1-2.1.29.jar,active_jar,432753,b13afb95231d88e1caea5a045967e0fc291b29020b0d26ad39e6f9e9a551fee8,resourcefullib,Resourceful Lib,2.1.29,
rhino-forge-2001.2.3-build.10.jar,active_jar,1798244,fed2211429301bf043864183cab9ab8e92d4cc4dbb9e488ce6c75217c54584a6,rhino,Rhino,2001.2.3-build.10,
rightclickharvest-forge-4.6.1+1.20.1.jar,active_jar,288408,e7ae955174869497a7aa855cf859aba6f37abbb2a93b53e9e05935cf7709cc0a,rightclickharvest,Right Click Harvest,4.6.1+1.20.1,
rottencreatures-forge-1.20.1-1.1.0.jar,active_jar,2595007,cbf97ceeb4378b493884fc49fb668098edaca135dad81db548dea6f4c324e81b,rottencreatures,Rotten Creatures,1.1.0,
rpg_lore-2.2.0.jar,active_jar,390588,23d4bf3a3687ca9e80b3de5feb24708659ca0ad9ed51d3bbd552916675038182,rpg_lore,RPG Lore,2.2.0,
RUExpansion-1.0.1+1.20.1.jar,active_jar,567739,bffe150085f9fbe4ace36b77e27e24dab387cc9b928d22d4644b2b80db6939c3,ru_expansion,Regions Unexplored: Expansion,1.0.1,
runic_gods-0.2.1.jar,active_jar,1052189,d756d138962aa7ef58a9e0cea9e2c03acd9ba1ea42dc069eaa0082430e1e49ae,runic_gods,Runic Gods,0.2.1,
runic_races-1.7.1.jar,active_jar,1114809,4c92c48246a341686830fa25a3590e0e07b61475df332ce1a20a701fb4d73cb2,runic_races,Runic Races,1.7.1,
runicskills-2.2.1.jar,active_jar,3162906,ed4a8d5eb3b4a4ea6215cbaea5d83d6942743125487f364fe6e75f437b3d4f71,runicskills,Runic Skills,2.2.1,
saintsdragons-0.9.72+forge-1.20.1.jar,active_jar,28911777,f05894964b76834ece397b0ffb11157f61951d71a43a320e30bdea8df8208611,saintsdragons,Saint's Dragons,0.9.72,
saturn-mc1.20.1-0.1.3.jar,active_jar,92319,7e6dcc7c2b0db19ec2f965fac91a49e13dcc611f2d86f6bb56d7d68da901aaf8,saturn,Saturn,0.1.3,
Searchables-forge-1.20.1-1.0.3.jar,active_jar,77732,c1a76e93886210574d3f298c0461241fb711e52ac22c7a04d3236840f29e6576,searchables,Searchables,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
SereneSeasons-forge-1.20.1-9.1.0.3.jar,active_jar,160885,650c35858d335d45adea5445ffaed25ccd433f5cbfe4936ac2694b250177b674,sereneseasons,Serene Seasons,9.1.0.3,
silent-lib-1.20.1-8.0.0.jar,active_jar,225949,9ca45fb6d723474d145227bed27dd1791cca30ac96fd8f05084417b0779e0e01,silentlib,Silent Lib,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
simply_traps-1.7-forge-1.20.1.jar,active_jar,171139,932cb2547d2a918a9441c414913353912b77f7c2785f804efe8daabfc874d4a4,simply_traps,Simply Traps,1.7,
SkeletonAIFix-v20.1.1-1.20.1-Forge.jar,active_jar,45860,d5ded350419f22c696287f34b826d8ac586102e284f2c01becf3436e6650ee29,skeletonaifix,Skeleton AI Fix,20.1.1,
SkyVillages-1.0.4-1.19.2-1.20.1-forge-release.jar,active_jar,246865,4177db2fdb2d23b717dd3dbf64504c848935327bb4f5fbdff64ed907cb6c4571,skyvillages,Sky Villages,1.0.4,
smoothchunk-1.20.1-4.1.jar,active_jar,14249,0ee48f7bf78070a7cb5858492faa6fe7d58443acbd97a92547bd664ee710e5c1,smoothchunk,Smoothchunk mod,${file.jarVersion},Unresolved metadata placeholder; use filename and hash; not a runtime version claim.
sodiumdynamiclights-forge-1.0.10-1.20.1.jar,active_jar,511601,dff5325abb58c0c8526dffb80e764188bde045fd02ca6ed5e2bb76f0897d46f4,sodiumdynamiclights,Sodium Dynamic Lights,1.0.9,
sodiumextras-forge-1.0.7-1.20.1.jar,active_jar,438540,ce9a13c5f07e350f9c0b86af9e096aedb91cbc72996e59646da61ec724f1e4df,sodiumextras,Sodium Extras,1.0.6,
sodiumoptionsapi-forge-1.0.10-1.20.1.jar,active_jar,443978,37ec0b6248f04e856e6e5ba2066c4ded9981ce128282a9b45cdb10b67b9c8415,sodiumoptionsapi,Sodium Options API,1.0.10,
